,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
12378,user anjir ngakak mulu gua,0,1,0,0,0,0,0,0,0,0,0,0
12379,user user user user user yakin deh yg citra cuma jokowi,1,0,1,0,0,0,0,0,1,1,0,0
12380,user ha ha ha ha ha calon presiden cuma jago cocot ha ha ha ngurusi dki kagak becus ha ha ha ha,1,1,1,0,0,0,0,0,1,1,0,0
12381,rt user siswi madrasah ngentot ke kebonnnhijab ngentot ngewe bahancoli blowjob kulumin kontol url,0,1,0,0,0,0,0,0,0,0,0,0
12382,males bgt ngikutin nama politik indonesia gw nunggu presiden yg bkin indonesia maju singapura bahkan kayak dubai baru gw dkung politik indonesia mah cuit sorry gw ngomong gni ini fakta,1,0,0,1,0,0,0,0,1,0,1,0
12383,satu mah foto terus gak foto sendiri lg haddeehh,0,0,0,0,0,0,0,0,0,0,0,0
12384,ahmad dhani borok sampah babi anjing adalah orang pertama yg sangat muak liat muka dhani saya bangga,1,1,1,0,0,0,0,0,1,1,0,0
12385,user sumpah gak nyambung samsek asa pe udah pernah gue bego apa gimana,0,1,0,0,0,0,0,0,0,0,0,0
12386,kapan nnkemana aku pergi nnsuara dengar tengah bisik hingga diri sendiri mungkin dengar kopor dia tarik jadi saksi bisu ketidakberdayaannya ini ada arah tuju,0,0,0,0,0,0,0,0,0,0,0,0
12387,user mungkin bisa cuma waktu jaman suju gue ga ngeh kan tau sendiri akhir org indonesia gimana asal korea dikit bilang kafir ykwim plastik abis insiden poll kemaren but kalo emg jalan baik alhamd,0,0,0,0,0,0,0,0,0,0,0,0
12388,aku tak faham la apa motif tengah tengah individu yg kuasa autoriti yg rakyat ni cuba tengah utama sekali guna bahasa cina utk statement statement tentu eh nak kena bahasa cina,0,0,0,0,0,0,0,0,0,0,0,0
12389,user user udik luh,1,1,1,0,0,0,0,0,1,1,0,0
12390,user user hti jg organisasi dgn paham larang bumi pancasila jd hrs segera bubar,1,0,0,1,1,0,0,0,0,0,0,1
12391,hai gaesnsebentar agustusnjangan lupa dibunderi tanggal tanggal agustus yuk seruseruan bareng kocak aulanada kak mila armidya sari kiwil lutfi afifih cungkring arjuna jawa sikribo jimat aku,0,0,0,0,0,0,0,0,0,0,0,0
12392,kevin sanjaya iki emang geblek,1,1,1,0,0,0,0,0,1,1,0,0
12393,suka atas ganjar pranowo sebab beberapa gebrak penting laku oleh lama jabat gubernur jawa tengah ekotrenganjaryasinno,0,0,0,0,0,0,0,0,0,0,0,0
12394,solusi dua pilih arti lalu ekonomi pilih ekonomi dagang anda pilih ekonomi negara,0,0,0,0,0,0,0,0,0,0,0,0
12395,user woi kecoa lu baca atas jangan terlalu dungu dasar kecoaxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
12396,habis renang safari mata sepet resiko mata sipit mudah ngantuk xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
12397,user user banyak bacot aja lonsekarang kok diobok obok tuh,1,1,1,0,0,0,0,0,1,1,0,0
12398,user indonesia klo gak slah di kuasa cina bang,1,0,0,1,0,1,0,0,0,0,1,0
12399,user user aku tetap diri kukuh tweet pertama aku guna agama main politik,0,0,0,0,0,0,0,0,0,0,0,0
12400,rt user arab saudi komunis antek pki yg kriminalisasi ulama,1,0,0,1,0,1,0,0,0,0,1,0
12401,user soal kalo pas razia polsis pks polisi aman sekolah yg ngga pake kerudung suruh rambut diiket yg jilbab pas razia tercyduc ngga pake jilbab suruh pake taplak sampe jam pulang wkwk,0,0,0,0,0,0,0,0,0,0,0,0
12402,kalau pak jkw diam rasa gak usik apa jadi peristiwa adasalahnya si kunyuknarseto bawa nama pak jkw skrg kaya dulu sblm jadi ri lapor msetelah jadi risetiap bln gak pengeluarangaji tabung kaya lah url,1,1,1,0,0,0,0,0,1,1,0,0
12403,selesai tanding bisa bilang kambek,0,0,0,0,0,0,0,0,0,0,0,0
12404,dap anti islam undipkrundidap mohon sebar luas jangan benar dap jajah inci bumi malaysia ni allahuakhbar,0,0,0,0,0,0,0,0,0,0,0,0
12405,user kau kan transgenderniyain aja biar kau tenar,1,0,1,0,0,0,0,1,0,1,0,0
12406,mau tlp kampret gitu yakkkk nyata pls sekarat,0,1,0,0,0,0,0,0,0,0,0,0
12407,user user user user bukan teraweh malah nyebar spoiler anjir anjir jancuk lah,0,1,0,0,0,0,0,0,0,0,0,0
12408,user dmdi memekmaksudnya ndok,0,1,0,0,0,0,0,0,0,0,0,0
12409,rt user jakarta ambang hancur tang anies n sandi krn dua gk apaapa bro,1,0,0,1,0,0,0,0,1,0,1,0
12410,alami perempuan selalu beri perhati anak anak keluarga buat gera perempuan jadi penting ia selalu fokus sejahtera keluarga yang arti sejahtera rakyat jamin selamat hari kartini,0,0,0,0,0,0,0,0,0,0,0,0
12411,kacau palsu sok cantik munafik bohong publik sensasi yg bencong url,1,1,1,0,0,0,0,1,0,1,0,0
12412,user tidur bolot,0,1,0,0,0,0,0,0,0,0,0,0
12413,user era rejim kacung apa aja jadi ngantipresiden,1,1,1,0,0,0,0,0,1,1,0,0
12414,user user komunis apa sosialis,0,0,0,0,0,0,0,0,0,0,0,0
12415,user user user cacat bgt ican goblok,1,1,1,0,0,0,1,0,0,1,0,0
12416,user aku sama masxcxb jawa katolik masxcxbnya brewokan semua buah betul,0,0,0,0,0,0,0,0,0,0,0,0
12417,user user user user user bpk reformasi harus itunharus nya beri contoh yg baik bkn banyak cocot,1,1,1,0,0,0,0,0,1,1,0,0
12418,user haduhhh haduhhh ajar gembel siapa,0,1,0,0,0,0,0,0,0,0,0,0
12419,user user user user user user user user user user modal cocotndpt amplopnnotak awam amp fans nya sajah rawan radikal kena hukum ngenuhan dgn nerakannedan,1,1,0,1,0,0,1,0,0,0,1,0
12420,user bener orang biasa njeplak asal buka mulut depan publik mungkin besar sakaw bin sarap gegara narkoba,0,1,0,0,0,0,0,0,0,0,0,0
12421,profil sdn tikep sdn tikep smpn tikep sman tikep antropologi fakultas ilmu budaya universitas halu oleokota kendari,0,0,0,0,0,0,0,0,0,0,0,0
12422,user user user jual memek kok sosmed dasar pecun,1,1,1,0,0,0,0,1,0,1,0,0
12423,maaf sipit mtmu ku skipxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
12424,jangan pake lama utk lengser si jokowi,1,0,1,0,0,0,0,0,1,1,0,0
12425,user user user makanya cebong ber iq kolam gak bedain fakta provokasi gak bedain fakta dgn fitnah,1,1,1,0,0,0,0,0,1,1,0,0
12426,sby paham mustahil menang pilih presiden tdk dukung komunitas tionghoa khusus taipan pilih presiden sangat mahal,1,0,1,0,0,0,0,0,1,1,0,0
12427,user udah siap demo jilid sama bani cingkrang malaysia laku syariat islam legal judi bagai syarat tentu yg strict,0,0,0,0,0,0,0,0,0,0,0,0
12428,user duh dah lama ga lomba hias telor xfxfxxxfxfxxndulu kelas ambis semuanhadiahnya padahal cuma taplak,0,0,0,0,0,0,0,0,0,0,0,0
12429,xexxbbnn homo jadi mau mau pun rasa bukti kalau tidak banci orangorang seperti gagal banyak faktor dengan wajah yang bilang terlalu manis doyan wanita di uweluwel nnxexxb,0,1,0,0,0,0,0,0,0,0,0,0
12430,user user tgb jadi cebongngkgkgknulama cebong,1,1,1,0,0,0,0,0,1,1,0,0
12431,pas lg makan dpt omel rasa makan tai kucing pagi haringak pake ngunyah asal telen aja biar cpt abis sarap,0,1,0,0,0,0,0,0,0,0,0,0
12432,user user mbak kuntikuntinya tu lhoo xfxfxxb,0,0,0,0,0,0,0,0,0,0,0,0
12433,sungguh kamu datang orangorang yahudi nasrani beri al,0,0,0,0,0,0,0,0,0,0,0,0
12434,cerita amp lagu si raja monyet bagi dua url,0,0,0,0,0,0,0,0,0,0,0,0
12435,user user aamiincuma makin banyak yg lenceng agamasejak rejim berkuasakuasa allah lebih segala,0,0,0,0,0,0,0,0,0,0,0,0
12436,bicara kait kasus blbi,0,0,0,0,0,0,0,0,0,0,0,0
12437,diri banyak badan ekstra konstitusional front nasional guna pki wadah giat politik,0,0,0,0,0,0,0,0,0,0,0,0
12438,user user user pengin gubernur baru,0,0,0,0,0,0,0,0,0,0,0,0
12439,user sambunvan tutup kekeh singgah bilah bibir ocha henti toko kue maksud tadi nnsetelah bayar ia pun langsung gegas tuju rumah siap segala sesuatu milly tunggu si kunyuk eds sampai di rumah,0,1,0,0,0,0,0,0,0,0,0,0
12440,user doeloe kaum yahudi migrasi palestine bang mirip mari kalo iyaa musti sabar nunggu gantipresiden,1,0,0,1,1,0,0,0,0,0,1,0
12441,anjir tipu,0,1,0,0,0,0,0,0,0,0,0,0
12442,dunia film duka aktor kawak deddy sutomo tinggal dunia warta ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
12443,user tai sih fadlizone,1,1,1,0,0,0,0,0,1,1,0,0
12444,ganggu dengar tuli sebab sulit merespon cepat bicara makanya sering sangka dingin banget cewek sangka vampir padahal mah budek kaga dengar tengah tuli,0,0,0,0,0,0,0,0,0,0,0,0
12445,user eue wkkwkwkw,0,0,0,0,0,0,0,0,0,0,0,0
12446,user eue an rp begini,0,1,0,0,0,0,0,0,0,0,0,0
12447,allah swt yg sembah x hari tak peluk pak lukman paling dekat biar simpuh kaki,1,0,0,1,1,0,0,0,0,0,1,0
12448,user tadi kek kunyuk hadehhh,0,1,0,0,0,0,0,0,0,0,0,0
12449,user user user ayat mana yg sebut kafir binatang halal bunuh alquran jangan buat fitnah andannseingat malah dalam alkitab kristen yg bilang orang yg nonkristen bunuh bisa buktik,0,0,0,0,0,0,0,0,0,0,0,0
12450,user gubernur indonesia sangat bangga sangat wibawa pimpin,0,0,0,0,0,0,0,0,0,0,0,0
12451,user katolik aja,0,0,0,0,0,0,0,0,0,0,0,0
12452,rt user luat betul aku orang kedai sombong gaji kau sebab customer so muka perangai jaga pun nak kenaxexxa,1,1,1,0,0,0,1,0,0,1,0,0
12453,teroris ledak bom amp tewas puluh orang laku orang kira krn radikalisme yg sdh sebar luas teroris yg memang kian hebat hingga tdk mampu tangan aparat laku bukti orang coba pikir pelan dgn,0,0,0,0,0,0,0,0,0,0,0,0
12454,user coba tonton kisah ustadz felix youtube nder beliau lahir keluarga katolikkristen alhamdulillah skrg udah muallaf masyaallah kisah inspirasi sekali,0,0,0,0,0,0,0,0,0,0,0,0
12455,user user user cukup sekali aku liat pocong sama denger suara kunti hm,0,0,0,0,0,0,0,0,0,0,0,0
12456,user user user user user suruh minum pipis onta dulu nich bangke abu biar tambah bego,1,1,1,0,0,0,0,0,1,1,0,0
12457,mck micin cebong kampret,1,1,0,1,0,0,0,0,1,0,1,0
12458,user user diam kau kampang,1,1,1,0,0,0,0,0,1,1,0,0
12459,bukan masyarakat hari yg jadi sastrawan lestari budaya yg pernah hilang buat masyarakat buka mata kepala mereka yg jadi pilih pimpin bangsa iniilcjokowiprabowoberbalaspantun belumtaus,0,0,0,0,0,0,0,0,0,0,0,0
12460,peh cha tae hyun kalau lakon titik air mata,0,0,0,0,0,0,0,0,0,0,0,0
12461,entah mau jadi apa negara ku indonesia cinta rakyat udah banyak ngawur presiden disalahkanulama disalahkanibu bapak salah bahkan tuhan juga salahkanjadi apa mau kalian mau menang sendiri rasa benar sendiriemg nya kali,0,0,0,0,0,0,0,0,0,0,0,0
12462,user video di tangerang cikupa orang y dah nikah taun kemaren viral orang ciduk xfxfxxxfxfxxrt rw ama antek antek y,0,0,0,0,0,0,0,0,0,0,0,0
12463,user ketawa smbil buang smpah sarapnlu mmg anjing kurap,1,1,1,0,0,0,0,0,1,1,0,0
12464,sudah wanti wanti itu dokter tobat tetep aja ga ngapain pernah organ katolik sama kalau akhir universitas kristen,0,0,0,0,0,0,0,0,0,0,0,0
12465,user user hai dukung hitler kalo aku komunisnnnn,0,0,0,0,0,0,0,0,0,0,0,0
12466,rt user user jadi inget uang jajan sma yg dikit pake potong bensin anter jemput sekolah tiap hari akhir pekan bain nxexxa,0,0,0,0,0,0,0,0,0,0,0,0
12467,februari masjid istiqlal resmi presiden soeharto rancang masjid besar asia tenggara karya arsitek friedrich silaban orang kristiani alami gulat batin rancang tempat ibadah umat islam,0,0,0,0,0,0,0,0,0,0,0,0
12468,user loh iya unamenya asing sih,0,0,0,0,0,0,0,0,0,0,0,0
12469,user user bani kacung kafir malah ketawa liat twit ya cung,1,1,0,1,0,0,0,0,1,0,1,0
12470,user terus apa kalo iyarejim kunyuk siapa yg berani lawan,1,1,0,1,0,0,0,0,1,0,1,0
12471,rt user banyak aneh dpr bau busuk sangat tusuk mafia anggar lah main proyek banyak bolos lah bubar,1,1,0,1,0,0,0,0,1,0,0,1
12472,user yg tawar bukan aseng orang asing xfxfxxxfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
12473,user mbaku mua doang jt edan,0,1,0,0,0,0,0,0,0,0,0,0
12474,kalau franceengland in the final jadi duel imperialis tanah komunis xfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
12475,ganyang pki ampe akar akar url,1,0,0,1,0,1,0,0,0,0,0,1
12476,user user user lah sama aja ngawur kayak haha mah gatau arti kafir makanya lebih baik diem sok ngide hehehe,0,0,0,0,0,0,0,0,0,0,0,0
12477,user betul tuju gw bosan muak ma laku cebong nyinyir banget,1,1,0,1,0,0,0,0,1,0,1,0
12478,user iya edan kaya lu,1,1,1,0,0,0,1,0,0,1,0,0
12479,apa sih salah org yg bukan cina temenan sama yg cina sampe bilang bau cina bau cina aduh tuhan dah orang kek gt ckckck gaabis pikir pikir sempit bgt dah walaupun gue cina jg gue ktp wni men bukan wna,0,0,0,0,0,0,0,0,0,0,0,0
12480,user user nauzubillah rezim sangat anti islam,1,0,1,0,1,0,0,0,0,1,0,0
12481,user user user user user user user user emang bener kawan aktif yg gera lb murdani biaya anak gmni yg notabene organisasimahasiswa bentuk pki,0,0,0,0,0,0,0,0,0,0,0,0
12482,user sendiri sipit malah ngatain gua,0,0,0,0,0,0,0,0,0,0,0,0
12483,user user user user masio aku islam nusantara koen kate lapo jancik matane picek kok sugik iki,1,1,1,0,0,0,1,0,0,1,0,0
12484,user gue cuma makan snack doang anjir bom makan nasi wkwkwk,0,1,0,0,0,0,0,0,0,0,0,0
12485,user user user user biasa bani marah klo ajak ngobrol lari ksana kemaricari alas,1,0,0,1,0,0,0,0,1,0,1,0
12486,mantappppppp,0,0,0,0,0,0,0,0,0,0,0,0
12487,dunia kayak cm jokowi presiden yg tuding liberal kapitalis sekaligus komunis jg lemah sekaligus otoriter,1,0,1,0,0,0,0,0,1,1,0,0
12488,user si emang bodo gue bilangin nih lo bawa nama,0,0,0,0,0,0,0,0,0,0,0,0
12489,user user user user user user user ahh kacrut lah sok sibuk bain tp blm tau siape yg bakal jd wapresnye xfxfxxxfxfxxxfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
12490,user user masih baik hati dgn tka istighfar paaak rakyat tak mampu sabar url,1,0,1,0,0,0,0,0,1,1,0,0
12491,user pake muka lo lesbi dong anjir jadi,0,1,0,0,0,0,0,0,0,0,0,0
12492,user harus iri wudhu suci diri temu dgn tuhan org kristen perlu suci diri trlebih karena tuhan yesus mau terima segala dosakenajisan dan sendiri yg suci,0,0,0,0,0,0,0,0,0,0,0,0
12493,user apa kbr memek tembem,0,1,0,0,0,0,0,0,0,0,0,0
12494,paling komentar jangan transaksi pake dollar gantipresiden presidenbaru,1,0,1,0,0,0,0,0,1,1,0,0
12495,jujur orang cerdas pintar pilih orang imam mampu pimpin sholatbisa ngajisantun sopantidak babi kafir ahok,1,1,1,0,1,0,0,0,0,1,0,0
12496,user nyata sibuk tambah promosi hoaxnkampret laahnini nomor di daftar user ganbiar ga perlu ganti nomernuser terlalu sibuk promosi hoax,1,1,0,1,0,0,0,0,1,0,1,0
12497,pasti salah jokowi url,1,0,1,0,0,0,0,0,1,1,0,0
12498,user filipina gereja katholik pegang peran sangat kuat moen hidup hari hari mis perintah anjur kbgereja katholik haram jadi filipina duduk trus tumbuh,0,0,0,0,0,0,0,0,0,0,0,0
12499,user netijen yg penasaran kalo abis eue kan tuh sesi pillow talk cuma ndusel lucu ampe tidur paul lo gitu gak sih apa abis ena enak terus kaku kek bh baru,0,1,0,0,0,0,0,0,0,0,0,0
12500,user mudah jd budek beneran,1,1,1,0,0,0,1,0,0,1,0,0
12501,user user user ane kasih tau yg bunuh yesus yahudi bukan muslim knp kristen jadi benci muslim muslim hormat yesus sbg nabi anut agama yg seperti budha hindu bahkan gak aku yesus sbg apa k,0,0,0,0,0,0,0,0,0,0,0,0
12502,user politikus yg gila jabatanampharta yg bilang pak jkw antek asing parpol gurem cari dukung pd pilpres habis wacana politik bs buat program bangun nkri ujung jual kebencianhoax agama ge,0,0,0,0,0,0,0,0,0,0,0,0
12503,ibnu mubarak pernah milik tetangga orang yahudinnamun selalu lebih beri makan tetangga anak anak sendiribahkan selalu beri pakai pada belum beri pakai anakanaknya,0,0,0,0,0,0,0,0,0,0,0,0
12504,orang ahli kitab yahudi nashrani beri salam kalian balas ucap waxexxalaikumxexxd hr bukhari muslim,0,0,0,0,0,0,0,0,0,0,0,0
12505,user musik pakai bahasa asing tampil beberapa seni maupun budaya yang bukan asli jawa tengah,0,0,0,0,0,0,0,0,0,0,0,0
12506,user user sontoloyo emang jakarta nih,1,1,0,1,0,0,0,0,1,0,1,0
12507,gelombang tenaga kerja asing asal cina berbondongbondong pasuk kota kendari sulteng duhmirisnya nasib anak bangsa gantipresiden,1,0,0,1,0,0,0,0,1,0,1,0
12508,user maaf nilai ucap bapak hidayat nur wahid yg hormat bagai gambar betapa munafik picik kotor hati,1,1,1,0,0,0,0,0,1,1,0,0
12509,bangke gak jual nih acc,0,1,0,0,0,0,0,0,0,0,0,0
12510,nga inget kpn akhir kali mimpi indah reality kek tai mimpi masa tai jg,0,1,0,0,0,0,0,0,0,0,0,0
12511,titel kaji dri dulu sekarang memang tdk murahmuahal blm ngantri kebrangkatanya bsa an thn lebih bru brangkt kaji yg kata bs cpt hrs nugu alternatif cept kaji adlh jadi tki middle east salut dg mreka,0,0,0,0,0,0,0,0,0,0,0,0
12512,rt user milanisti kampret url,1,1,0,1,0,0,0,0,1,0,1,0
12513,ootd sih eifell amora mollien naufalyn molen cantik semok sih sipit belo sayang aunty xfxfxxbxfxfxxdxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
12514,user user kok kui abu tours asu taik taik kabeh luwes asuuuu cino t bajing taik asu maling sejati gawe indonesia rusak xexxbaxefxbxf,1,1,0,1,0,1,0,0,0,0,1,0
12515,buat lgbt sendiri lampau url,0,0,0,0,0,0,0,0,0,0,0,0
12516,rt user mantap bgt bro nudah ganteng pake dasi doyan ngentot lagixfxfxdxcxfxfxdxcnxfxfxxbxfxfxxa xfxfxxnnrt like amp follownn gayvid gaysex gayvideo nnuserxexxa,0,1,0,0,0,0,0,0,0,0,0,0
12517,munafik kok teriak munafik ngaca dulu sana,1,1,1,0,0,0,0,0,1,1,0,0
12518,user jambu bol mungkin halus dgn jambu bokong,0,1,0,0,0,0,0,0,0,0,0,0
12519,user nganggur tuh lobang sini titit abang masuk,0,1,0,0,0,0,0,0,0,0,0,0
12520,baru pertama kali gue bener naksir sama cowo yg muka asia parah i meansipit putih adohhh gilak gue bener gila,0,0,0,0,0,0,0,0,0,0,0,0
12521,user terima kasih presiden jokowi,0,0,0,0,0,0,0,0,0,0,0,0
12522,user user haha hayo boleh ras cina cina loh nenek moyang semua china bagi selatan loh nama china xexcxcxexcxc,0,0,0,0,0,0,0,0,0,0,0,0
12523,user bukan italy aja institusi agama kristen banyak neg maju hampir sama dg peran peran volunteerism foundation lagi agama indonesia tokoh dipake ritual lima tahun aja kan jadi reduksi makna,0,0,0,0,0,0,0,0,0,0,0,0
12524,user user minta maaf si kunyuk ga arti otak tetep aja nyinyir,1,1,1,0,0,0,0,0,1,1,0,0
12525,user user user yg ngomong gitu siapa yg loe tanya knp gandeng bank asing bukan laku langkah hukum utk gugat atur yg istimewa freeport,0,0,0,0,0,0,0,0,0,0,0,0
12526,ngupiii ahhhh,0,0,0,0,0,0,0,0,0,0,0,0
12527,muslim rohingya hari aku gendong ibu desa bakar teroris budha,1,0,0,1,1,0,0,0,0,0,1,0
12528,orang yg ngga pikir lurus pelihara jokowi bagai organisasi bayang ngga kacau indonesia duh,1,0,1,0,0,0,0,0,1,1,0,0
12529,bagaimana mungkin aku ingin yang taat agama aku jauh agama,0,0,0,0,0,0,0,0,0,0,0,0
12530,banyak lapor gafatar rekomendasi larang yg larang islam hikdun,1,0,0,1,1,0,0,0,0,0,1,0
12531,user wkwkwk iya betul sih jadi saksi bisu galau ampe sempet mikir nih anak stress knp sihxfxfxxneh tau besok malah tweetnya isi jktxfxfxaxa,0,0,0,0,0,0,0,0,0,0,0,0
12532,padahal air tidak sampai mulut doa orangorang kafir hanya siasia belakannqs arrad ayat,0,0,0,0,0,0,0,0,0,0,0,0
12533,follow user tahu informasi kini kena ekonomi uang perban investasi saham indonesia dunia hari,0,0,0,0,0,0,0,0,0,0,0,0
12534,ffgenpi warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim hari sabtu sebabaduy alambanten,0,0,0,0,0,0,0,0,0,0,0,0
12535,nah loh sebut jokowi antek asing ckckc,0,0,0,0,0,0,0,0,0,0,0,0
12536,ade armando polisi soal postingan azan suci,0,0,0,0,0,0,0,0,0,0,0,0
12537,fifa siasat isu suara monyet aksi perancisrussia url,0,0,0,0,0,0,0,0,0,0,0,0
12538,user user user user tengok cara balas ni cara kitaok tahan asstag diorangncomeonlannmaki hamun bukan matlamat kempen kitaoknnsebab tu pakcik nak hapus bangsaanjing ninnini anjing gtgtgt xfxfxxbcxfx,1,1,0,1,0,0,0,0,1,0,1,0
12539,user denkuzulkebanyakan minum kencing onta entemakanya ngacooobahalul entesama kayak wan abud,1,1,1,0,0,0,0,0,1,1,0,0
12540,warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim hari sabtu sebabaduy sabtu april,0,0,0,0,0,0,0,0,0,0,0,0
12541,user mungkin seperti satu bisa buat anak milik karakter autis,0,0,0,0,0,0,0,0,0,0,0,0
12542,user angkot lebih goblog,0,1,0,0,0,0,0,0,0,0,0,0
12543,duga bawa kabur uang calon jemaah dirut travel umroh polisi allah swt tuhan sdh kena azab paling pedih,1,0,0,1,1,0,0,0,0,0,1,0
12544,duta as pbb nikki haley pulang white house tolak dakwa nasihat tinggi bahawa keliru kata presiden donald trump kena sekat baru atas rusia,0,0,0,0,0,0,0,0,0,0,0,0
12545,tahun poros tengah bentuk karena pilih presiden lalu mekanisme mpr saat pilih presiden rakyat mungkin poros tiga,0,0,0,0,0,0,0,0,0,0,0,0
12546,user karna kamu mirip taixfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
12547,user user biru gak punya titit udah tebas,0,1,0,0,0,0,0,0,0,0,0,0
12548,user user user mau jamban,0,0,0,0,0,0,0,0,0,0,0,0
12549,user hah apa mau nete,0,1,0,0,0,0,0,0,0,0,0,0
12550,fekaesfpiedkk teriak fitnah org pki antek asingaseng yg pasang merah putih balik siapa yg fans asing isis alqaedadll siapa,1,0,0,1,1,0,0,0,0,0,1,0
12551,pndukung prabowo spt arb sda adl org bejad tabiat kasar masuk org gtgt user smoga laknat allah,1,1,0,1,0,0,0,0,1,0,1,0
12552,gua jijiq gua mandangnya orang awam gak suka kpop jadi mikir kan org korea tuh homo lesbi pdhl tuh idol mah korea hidup tentram normal gua yakin sih bbrp idol udh punya pacar jadi wajar aja lama lawan je,0,1,0,0,0,0,0,0,0,0,0,0
12553,user mana la tau kan autis,0,0,0,0,0,0,0,0,0,0,0,0
12554,user salah ikut korg la knape bile kait ngan gay ja smua org nak jadi alim selamat saviour padahal korg smua org asing tngok gay ja trus kata truk gay ialah ciri sahaja tengok individu klau rakyat yg baik biar la,0,0,0,0,0,0,0,0,0,0,0,0
12555,ribut ekonomi salah ribut hukum salah ribut otoriter salah ribut patung salah trus boleh apa pak user,1,0,1,0,0,0,0,0,1,1,0,0
12556,user user bukan sok kristen kan emg kristen bgt haha yaudah moga ga denial hidup dg tenang saya,0,0,0,0,0,0,0,0,0,0,0,0
12557,user juventus budaya turun turun teh,0,0,0,0,0,0,0,0,0,0,0,0
12558,tai saat gue biasa aja baik banget amp ngejarngejar gue eh pas gue udah sayang nyaman malah jadi cuek amp pergi gitu aja,0,1,0,0,0,0,0,0,0,0,0,0
12559,kata sandiaga sampah kolong tol labuh ada sejak orde baru,0,0,0,0,0,0,0,0,0,0,0,0
12560,ab cinta damai gak suka yang ribet,0,0,0,0,0,0,0,0,0,0,0,0
12561,user usaha transportasi online paling biadap yg ikut uu no th tolak permen nomor th usaha komunis yg dana komunis cina,1,0,0,1,0,1,0,0,0,0,1,0
12562,user user user user user user user user user user user user user user user user user user user klo ikut iku,0,0,0,0,0,0,0,0,0,0,0,0
12563,ahok foto dgn bos alexis lgsg tuduh backingin gilir asma dewi foto dgn prabowo,1,0,1,0,0,0,0,0,1,1,0,0
12564,user sudah biar jadi sejarah kelam bangsa yang sekarang waspada jangan antek orba bangkit,0,0,0,0,0,0,0,0,0,0,0,0
12565,user user fiksi sifat imajiner naratif dlm fiksiimajinasi tak hukum wajib percaya jd blh percaya blh sesuai narasi pikir masing orang dlm agama hukum wajib percaya pd firman nya dlm kitab suci jd y,0,0,0,0,0,0,0,0,0,0,0,0
12566,karena presiden user ajak ulama ikut sama perintah sejuk suasana jelang pilkada serentak jokowiajakulamasejukkanpilkada,0,0,0,0,0,0,0,0,0,0,0,0
12567,bagaimana cara antisipasi diri stress tekan user kuchat,0,0,0,0,0,0,0,0,0,0,0,0
12568,user user user user makanya jgn cuma ikut anti aseng yainvestor banyak asengdi tangan jokowi aseng ga bakal bs jajah indonesiahnya krj sama yg saling menguntungkangiliran investor aseng cabut yg susah rakyat jg,0,0,0,0,0,0,0,0,0,0,0,0
12569,user engga cemilan praun skrg kulit buaya,0,0,0,0,0,0,0,0,0,0,0,0
12570,user eh haha iya dp kamu hyunjin anjir gin nih kao males nge zoom haha,0,1,0,0,0,0,0,0,0,0,0,0
12571,pekanbaru ponakan gua tau kristen agama bataknjadi gereja tempat ibadah orang agama bataknnpadahal siapa aja peluk agama kristen agama kannnini tugas guru agama pekanbaru apa aja yah,0,0,0,0,0,0,0,0,0,0,0,0
12572,user arah mau bawa pilkada dki kang ko jadi bahaya laten kalau semua pilkada bikin kayak gitu,0,0,0,0,0,0,0,0,0,0,0,0
12573,yg ancam bunuh yg ancam jadi sangka yg ancam guling tum partai ada ancam bakar ibukota kader utama partai pilkada kalah untun scra kejut intervensi as china dkk kuasa negeri utk men,0,0,0,0,0,0,0,0,0,0,0,0
12574,makar no lengser jokowi yes faizal assegaf ketua progres juta rakyat demo damai,1,0,1,0,0,0,0,0,1,0,0,1
12575,yg kaya indonesia bukan orang indonesia cina kan aneh ayo pribumi usir dari negeri ini,1,0,0,1,0,1,0,0,0,0,0,1
12576,rt user katakata bodoh dungu idiot semua teknis acu orang nilai iq bawah psikologi,0,0,0,0,0,0,0,0,0,0,0,0
12577,user gajah yg ridwan kamil ya nkirain abis kasus bakal benah tau kemarin kesana tetap prihatin nnkandang buaya nya aja rem takut kabur burung aja diem nngakuat ampe ujung saking sedih total jalan cu,0,0,0,0,0,0,0,0,0,0,0,0
12578,user user user user user user user user user user user user user kepala apa anjir,0,1,0,0,0,0,0,0,0,0,0,0
12579,jembatan fenomenal pandang fenomenal pulabravoo presiden jokowi bangun jembat rakyatbrsamajkw,0,0,0,0,0,0,0,0,0,0,0,0
