,sentimen,Tweet
9643,2.0,motorninja aj songong mba org yg punya mobil lamborgini aj biasa wae kok
9644,2.0,goblok gua nonton kali kaget
9645,2.0,ga usa pake anjing babi kalo gw bls gitu wkwk
9646,2.0,ini yang kemaren harga karya orang enak bilang jelek banget aduh penganten perempuan nya kenyang yah ampe kembung gitu perut nya pepuralugu
9647,2.0,awal percaya gimik raffi gigi dn attsehingga att serta keluarga hujad dn anak nydi hujad makin kesini tonton makin bodohin makin publik tuju yg kasihan penghujad ga apa lah ayu ga di pesbukers biar ngeluarkn album baru single baru para artis hal keluar nengri gimik apa yoo
9648,2.0,kalo bener gimmick bodoh banget si ayu cuma rating n popularitas berani taruhin harga diri buat nilai buruk mata masyarakat
9649,2.0,susah otak diemvang mah bikin rusuh lapak orang
9650,2.0,najiiisss kayak si mba dese ga gitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk
9651,2.0,username iyak kaa hahahahah geli bgt gasih sama att ih kampung abis
9652,2.0,joget bikin ngakakkk anjirrrr kampung banget username username
9653,2.0,bagus la gue arti otak gak kayak lu malu maluin mak lu aja tong akun asli pake tu yg nama bego username
9654,2.0,yg bego mah elu ibu mana sih yg mau ngasih contoh buruk anak pake mata lo emg di dugem bawa anak bego sih jaman udah texas gue jamin jam anak jga udh lebih texas ga ngerugiin lo yaudah sewot banget
9655,2.0,si wanita jahiliyah lesbi skrg udh py pacar lg kasi anak kmrn ksh bencana slnya tega misahin anak dr bapak nya ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anak peluk islam udh ksh nikmat anak org msh aja begajulan
9656,2.0,username gw tanya emang kador artis beneran komen lo tolol sumpah masa kenal buat nilai artis bukan hahaha semua org indo jg tuju kalo kador bukan artis tp cuma celebgram dr kampung lo tau kan beda artis dg selebgra
9657,2.0,username hahahaaaa trs gue tanya lo tolol pake nanya kador bencong ngga padahal blm kenal wkwkwkwkw eh semua org jg nilai si kador bencong beneran dr gerak gerik melambay suara ngondek pake baju cewek nyaman mana cowok tu
9658,2.0,username maklumin shaaay fans gatis keras otak bebel realita apa jg ga bakal terima hal nagita artis uda dr jaman kecil eh bilang numpang tenar rapi mamadpdhl kan yg jadiin si mamad gede y ph n
9659,2.0,usernamebee idih najong lu tag org nimbrung aja kek mujaer lo ga bakal kenal klo ga bawa nama ayu ting ting sm nagita duh bego piara kesi
9660,2.0,langsung bilang siapa yg maksud klu gin nama munafik
9661,2.0,jedar emg muka kali depan baik belakang busuk mulut kek banci cucoklah banci tu
9662,2.0,amit amit deh orang jahat jilat bohong pelakor jijik banget
9663,2.0,wkwkwkwk allah tuhan ku knp lah org munafik ni tp sok suci mulan jamela kan ayu ting ngikuti jejak a bukan wkwkwk username
9664,2.0,dlu si pelakor yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda mayaskrg hdp ny mkin anjlok malah bunda maya yg sring jelong kluarnegri
9665,2.0,hahhahaha sungguh allah swt laknat wanita rebut zina suami sah oranglain
9666,2.0,wlina hemmmm capekmiskin sist skrg blik kere lg jd artis jg g laku dah lah karma tu ada username dr sirik nyinyirin nyonya tuh bantuin jual cireng nya tuh cilok nya tuh untun buat libur monaco jangan bromo trus
9667,4.0,kepo sm nyonyiah lu jongos username emng tetehlu pas hamil peak udeh dinikahin brojol anak br sirih emng lonteeeee kelas akun jamahliur junjung hehe
9668,4.0,eh jongos cba gue duluan yg nanya sm lu emng nyonyiah gembar gembor udah nikah ada nyonyiah ngaku udeh nikah dr tetehlu yg lonte perek tiba brojol ngaku nikah siri sm laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte tolak lupa xixix username
9669,2.0,username sini gua jawab currr bunmai sdh pernah nikah tp sekarang janda janda suami nya rampas mulan jameelamenjijikkan banget mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang dan suami sama aduha udh wanita be
9670,4.0,wlina username lucu aja sist lonte bela mati guoblok pelihara bayar berapa gt sama muljamban sampe bikin account username mau maia nikah blm nikah apa urus situ lihat nyinyir sirik nya sekarang balik
9671,2.0,yaela muljem kyak stu bner aja gag inget apa udh ngrusak kbhagian klwrga org bego d prtahanin y gin
9672,2.0,banyak lakik doyan banci jadi banci kawinin banci jijik
9673,2.0,username comment yg anda lihat brp banyak jangan jadi guna medsos yg bodoh jangan asal bunyi situ sehat pakai hijab mas nyinyir aja
9674,2.0,username malu tuh sama kerudung kamu sayang sama ibadah nya sholat aja drpd nyinyirin org dandan udh sok suci mulut nya kaya sampah
9675,2.0,username di baca arti dr comment udah kerdusbodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin jd udah kerdungab ga sesuai mulut besok makan salmon kalo g mampu besok aku tak deliv rumah
9676,2.0,maaf muka jelek terus attitude nya burukspesialis plagiatdan tau
9677,2.0,orang otak ga pernah sekolahin itu resiko udah upload di sosmed pasti bakal dapet bincang netizen public figure kok ga otak
9678,2.0,artis kampung wkwk
9679,2.0,iyaaa gue pernah pacar udah nikah malah gak norak eloo gak risih emang jgn asal aplod perhatiin followers lu yg lumayan banyak tar bawa norak
9680,2.0,y ampun pnyanyi dangdut kurang tenar songong bangt bacot pngn nyari sensasi kmpungan bangt deh amit amit bool ko d instastory
9681,2.0,waaaaoooosopan sekali bahasami tunjuk kelas heeeehh yg repot ama hidup lu siapahh elu live nampilin gak pentingyg nggilanikk menjijikkandiliat org banyak pantes lah dikomenklo gak mw dikomen videoin pribadi aja nonton sendiri lu ama kluarga lu rmh nambah niy ertong yg gak pny attutude kampung
9682,4.0,norak sihkayak ga malunyakl bilang serah diaya udahsimpan fotonyagak perlu bagi semua orang pamer kemanaresikolah nyinyir oranginsecure bangetkudu pamer gitu biar semua orang ngerti kl si mbak udh py pacar yg pamer pantatnyakampung bgt
9683,2.0,koq marah sehhhdasar wanita kampung
9684,2.0,kampung artis yg numpang tenar gara muka mirip katy perry doang
9685,2.0,susah kalo artis kampung
9686,2.0,ah min gue lama gak suka sama akun nih berita nya basi lo liat dong min si kellen sama amora dateng pake ikut jingkrak kok lo saring dulu dong min biar berita nya gak blunder lo posting tu kd udah posting videon kellen ma amora joget ma si arsya arsyi
9687,2.0,username iyakm bening lewat bening jadi buluk kan mbak mbak baru nelen apasih komen kaya gin apa baru surup
9688,5.0,keluarga sangat ngefans kagum lihat username semua nya dehtapi lihat anak nya yg jelekbuluk kan usernamehermansyah username kutuk kan apa yg timpa bunda kd untung allah swt ganti amora adik nyagemezzzzzzz lihat nya cocok banget jadi anak artis se class bunda kd
9689,2.0,emang dasar si anak nya aja yg lebayurusan pribadi umbarbiar blow up hadehhgunanya whatsapp sms or telp buat apasuka aneh
9690,4.0,coba liat bibir mu sayang pantat ayam wajah mu bulu kentut perfectoooo
9691,2.0,gagal fokus dengar suara koq jengkel dengernya sorry cuman manusia biasa kalo jengkel
9692,2.0,muljem ngomong gak jelas blepot gak nyadar mau idup enak aja pake rebut laki orang dulu
9693,5.0,lucu si yg bikin katabawa tuhankalau dah pepet masa ga tau ibarat apa org yg rusak rumah tangga orgibarat roboh bangun masjid mbak nyabayangin aja berapa besar nya dosa munasi dah jdi bubur mba nya moga bahagia dunia
9694,2.0,iyah bener akan rubah pandang tuhan kita utama elu setan makanya mikirrrr suami majikan kok embat
9695,4.0,giling mulan jalang lg kasih ceramah hahahaha dasar cireng gak tau diri gak pernah ngaca si cireng lg ceramah sok kyk pahlawan siang biar teman ama ter kyk selpii
9696,2.0,pandang tuhan lo jelek sih gue rasa kira rebut suami orang tuh mulia apa mata tuhan
9697,2.0,karna sejati kau setan wujud manusia karna kerja setan goda manusia
9698,4.0,pernah ngga mba username baca netizen yg nyesel ga bs nimpuk telor si mulangw aja ketawa baca krn wakil ngapain buang wktu ketemu orang gak mutu dng si mulanmsh untung nyempetin bs nuli sini biar nyadar tuh pelakor ga punya harga diri mending ketemu org baik spt bunmaiketularan aura positif
9699,2.0,editanx paraaaahhoplas aj laaah nyai drpd ngedit gn hahaa kn maluuu
9700,2.0,jeleklecekbantet
9701,2.0,gin ken tenar ampuuunmalu kalo jadi anak yah kasi
9702,4.0,heran gw mak username knp masih aja pake ma anv pesbur kasus ny bederet skandal tubi gk malu ny muka tembok sangat gak faedah ny nonton acara yg si manusia kardus
9703,2.0,wey org goblok bisa bedain vape shisha sm rokok jelas jelas lo ngerokok pake acara ga ngaku segala
9704,2.0,jijik liatnyakaya ulet bulu kluget gituhihihiampe sgitunya ken kenal
9705,2.0,jablay anjir muka murah bangetttt najisss
9706,4.0,usernamealycia iya sist jijik banget gw liat sok suci ngatain orang kalo gw sih malu artis papan atas otak gak fikir kalo ngomong tau bngt gada wibawa kalo emang nyadar siapa dia tau cara komentar manusia gada yg
9707,2.0,sendiri ngiklanin promo cashback appnyan guna kode hasil cashback ga masukn bilang salah sistem promo berakhirnnbodo woy salah sistem bukan urus aku ingin cashback d
9708,2.0,saat semua cowok usaha lacak perhati gue loe lantas remeh perhati yg gue kasih khusus elo basic elo cowok bego
9709,2.0,mending makan sini lebih murah buangbuang duit lo ntar jadi tainnatau gak si a beli barang murah terus si b komen ih kok lo beli situ sih kan murah bahan gak bagusnnlalu si b gak langsung gak rasa udah nyakit
9710,4.0,biarin oppa masukim vibrator memek oppa kok masukin aku kan mau pemotretannlanjut
9711,2.0,peluk badan lu dr belakang
9712,6.0,bumil ga jadi ken ngentotin memek bumil binal frontal suka ngelonte pas suami gaada
9713,6.0,perek imagine nya liar yg longrep gak cuma desah doang mau gue mainin memek langsung follback
9714,6.0,perek mau dimainin memek longrep
9715,6.0,cari yeoja yg chara seksi lonte suka spam pic charanya yg mau ngentot rep like draxe
9716,6.0,cowo jago drasex mana sini ngentot sama adek luvian
9717,6.0,daritadi nungging mainin memek sange bgt cuy
9718,6.0,duh rindu gesek kontol doi memek
9719,6.0,jepitin kontol gua pake memek lu sini
9720,6.0,lewat kamar kamu liat kamu elusin memek heh ngapain tangan barom fc
9721,6.0,memek perek ken gesekin abs cowok nih mhh
9722,6.0,model seksi sini ngentot dm sama gua pref detail fr bule
9723,6.0,noona aku pulang teriak noona dimanangintip kamar
9724,6.0,pingin ngobelin memek kamu aku jilatin klitnya hhhmmm
9725,6.0,sange hm mas mainin memek adek dong sayang
9726,2.0,topeng monyet ramayanannyannyannyannya url
9727,4.0,jadi biang gaduh pks sih gak percaya mosok pks kayak gitu xfxfxxa lanjut beliaunnprofesor nulis kalian jangan keminter sok kontra sama profesor beliau tuntut ilmu keliling dunia bukan jadi orang goblog goblog kalian aku xfxfxx
9728,2.0,bapak aku norazam tu azam gila hahaha
9729,3.0,kalo kh maruf ngomong belaga budek belaga pilon nyundul xfxfxxgantipresiden goblok kok kebangetannttapjokowi ttapjokowi
9730,2.0,huhuhuhu tiba sm kim bum plot twist bangettt sumpah aku tuh udh relain sm monyet beneran biar monyet move on eh tau ama jan jangan monyet gaberani deketin karna tau udh yg punya
9731,2.0,lupa twitter bukan instagram kalo foto ada yg komen ih cantik cantik kamu lah ngga cantik kamu ih anjing cantik kamu tau ih babi kamu cantik pokok
9732,6.0,wkwkwkwk tai ociynociy kangen sama junevnjangan jahat sama ka jendeuknnngesend memennciy jangan nyebut mulundasar jomblonociy udah move onnndah hehehe
9733,2.0,sa ingat monyet mana quote ni
9734,2.0,tenggelam kan kunyuk khianat hancur bangsa yg satua pak url
9735,6.0,improvisasi lagual quran tafsirmasak susah mikir gituanmurotal improvtilawatil quran improvraut muka tafsircara kentut tafsircara ngentot aja tafsircara kawin tafsirngaji yg bener
9736,2.0,gembel aja kalau cuma fatwa bigitu tabi
9737,2.0,yg birit birit tunggang langgang lintang pukang dengar suara adzan iblis lanatilloh alaih
9738,6.0,hahaha bener lo gilir majikan mesum taon si kunyuk mingkem sok suci ngatain mikirin sex muke lacur lu nyuk
9739,2.0,orang to rumongso ku kete alias monyet
9740,2.0,okesip otak bolot gue konfyus
9741,2.0,emosi gua sama loey hyung anjir gua dah mikir keras maksud eventnya apa sampe tepelongo bego malah akhir cuma bilang semua cuma mimpi anjir emosi pangeran xfxfxxa
9742,2.0,kurang lebih banyak lebih hehehe nn suka ngaret kalau balas pesan tuh lamaaa banget n nyebelin suka buat aku hipertensin suka ngatain aku anehaneh im okay n ngambekann lemotn bolotn repeatnnini dah aku buat pas jadi c neng gak
9743,2.0,ayo alex jangan udik gumam rutuk diri sendirinnia lanjut tulis atmosfer planet belum cukup baik tinggal manusia
9744,2.0,bocah ngajak nongton galapremiere ane tanye pelmnye ape abdi setan kate doi padennane kire dikibulin
9745,2.0,brisik bistu lo brisik bahkan lbh brisik bacot tolol anjing manusia ga tau diri
9746,2.0,cinta harus milik kata org yg tdk prnah cinta wakaka kasi bgt yg suka bilang kya gtu cinta harus milik bego
9747,2.0,jurus orang gila kebut lalatajian tatar bayujurus kunyuk lempar buahdewa tidurpukulan matahariajian ngrogoh sukmohanya siul kapak naga gen bisa kalah dewi siluman bukit tunggulnwirosableng nsiapsableng nnurl
9748,4.0,sebut kampung nagita slavina begini reaksi ayu ting tingnnartis peran nagita slavina terus terang sebut aksi goyang dangdut laku ayu ting ting kampungannnnagitaslavina ayutingting raffiahmad kampung url
9749,2.0,even dah hari tengok pon still senyum youre so cute xfxfxxd
9750,2.0,fifa siasat isu suara monyet aksi perancisrussia url
9751,2.0,hah ari longo jenak dengar ucap orang baru teriak nnpunten mas deket situ anjing enggak url
9752,6.0,iya jadi gitu monyet anjing gua gampar lu lamalama kesel jadi astaghfirullah haladzim gaboleh ngomong kasar maapin x ngentot url
9753,2.0,jangan suka pamer nkarena gak orang yg benar peduli apa yg kau pamer kan nbukan puji yg kau dapat mereka kata kampung
9754,3.0,kalau gin mreka pura budek nxfxfxxnnkh maruf prabowo jangan cuma bikin gaduh xexx viva url
9755,2.0,katakata bodoh dungu idiot semua teknis acu orang nilai iq bawah psikologi
9756,2.0,kau mulai kau yang selesai idiot tweetdsap
9757,2.0,akan ajar giat penuh dedikasi bukan untuk lulus uji idiot tweetdsap
9758,2.0,lucu kak pacar nyadain telat bgt guys gue rasa pengaruh mecin tuh emang bikin slow responagak bolot gitu terbiritbirit nelfon gue pas udah pintu panik nyariin cemilannya dong
9759,2.0,mau crita anjir sedih bangetniya crita aja didengerin kok niya masa yanlah samannujung ujung yg crita aku yg dengerin
9760,6.0,nikmata ngentot pi gengen yg hoot
9761,2.0,tahu dapat ganti sahabat aku patrick lebih suka jadi idiot hilang spongebob
9762,2.0,rt user lupa twitter bukan instagram kalo foto ada yg komen ih cantik cantik kamu lahxexxa
9763,2.0,rt user zaman sekarang orang paling aman orang buta huruf budek wong ndeso sing gak eruh opoopoxexxa
9764,2.0,rt user katakata bodoh dungu idiot semua teknis acu orang nilai iq bawah psikologi
9765,2.0,sayang sekali punya paras nan cantik kumpul ama cowok gembel bawa gembel mau makanya suka gengsi kalo mau pacar eh lihat difotofotonya sama cowok gembel nonkrong pinggir jalan apa gamalu yah xfxfxx percuma cantik kalo otak murah xfxfxx
9766,2.0,scroll insta dak farah ni tetiba asa mcam cerita idiot gambaq pra matang semua xfxfxx
9767,2.0,solo rank comebackn sakit xfxfxxnane baru tau klo tank takut war xfxfxxnnhilda ccd xfxfxxnemosi bangke xfxfxx
9768,2.0,teko o reknnmksdnya bukan arek perek
9769,2.0,peduli sulit apa aku hadap aku tetap senyum orang idiot chanyeol exo k
9770,2.0,udik takjub gituuunngileeee canggih ye mobil sekarang asa naek kit reder knight rider starring david haselhoff ngegas ngerem sendiri
9771,2.0,broken time ii muda ni tolong jangan lah broken korang masa depan do jangan cinta monyet korang tak nak achieve your freakin goals though
9772,2.0,atongkepoh suka gak sama monyet
9773,2.0,beritaislam rabbi israel sebut orang kulit hitam xexxcmonyetxexxd picu kecam keras url
9774,2.0,boikotindosat si kuning taiiii pulsa pagi tadi rp an potong tinggal rp padahal gk ngapain bener gk harga pelanggaan seperti budek taiiiii
9775,2.0,catatterimakasih jadi orang idiot pertama akhir buka hati utk erti apa sahabat
9776,2.0,icanxlove bukan cinta monyet bukan cinta layak remaja asa tahan hingga sekarang
9777,2.0,icymi swat sfc selamat monyet proboscis url url
9778,2.0,ilcprabowomenyerang ilc sukses undang orang gila ahok kalah ampe lupa potong kuping gila gila gila gila gila beneran xfxfxx
9779,2.0,ilcprabowomenyerang minggu lalu ilc enggak mutu kini sangat luar biasa dpt hadir orang gila tampa kupingxfxfxxb
9780,2.0,indobet resultjapannkeluaran togel japan hari rabu maret nresult nshio monyetnurl url
9781,6.0,openbosurabaya usernmasih online aja kaunsempaknakun tipu bangsatnbajingan kai
9782,2.0,persijatakutkalahdijakartandasar plersija dengkul laler banyak alesan lo jakanjing olo olo sia banyak bacot
9783,2.0,rlp sini banyak yeoja yg fwb ngentot rl amp
9784,2.0,rlp yeoja tantik culik gw donk bawa rumah luh gw nguntungin lo tar ngentot spuas nya truz di sembelehin ndiri kok
9785,2.0,temanmakanteman ketika uji tdk tahu beri tahu tp pas kita tdk tahu pura budek kalau panggil reuniz
9786,2.0,temanmakanteman udah janji bakal ngasi nyontek uji tp pas gilir uji dia malah pura budek reuniz
9787,2.0,tetes anjing neraka emha ainun nadjibnurl
9788,2.0,kantorntv nayangin berita driver grab yg ngirim death threat cewek tulinbundo pake suara kecil tai ampe death threat gitu sialnnnnnnkish biasa lu ngomong jorok untung lu ngomongnya pake suara yg kecil
9789,2.0,dimall pak mama aku hilang security bentar cek cek umum u org tua asu yg rasa hilang
9790,2.0,aduh lucu banget adek kelas gue pas sma lapor kata bang hari kita field trip taman safari heran dah nyebut nama temennya mau arisan ama keluarga aja bawa sekolahannntai arisan
9791,2.0,yeah i stalked hahhaa i mmg suka stalk org bodo nak tengok jauh mana bodoh
9792,2.0,pakcikdahtua nak apa drat pakcik ni buat takat pakai kopiah minta sedekah jual kismisnnpakcikmudalagi bila pakcik warna rambut kuning bawak duit banyak nnkitaok kan nnini anjing gt
9793,2.0,baris banci kamera klo kata ank zaman now mah xfxfxx
9794,2.0,lo tuh yg bencong bacot lo lebih cewe kaya banci yg ngamen gak kasih duit bacot xfxfxxxfxfxxxfxfxxnmending lo cakep mah jelek kaya gitunmadesu xfxfxxxfxfxxnmentioned gw langsung quote tweet xfxfxxexfxfxxe
9795,2.0,udik lu
9796,2.0,bangke tiponya parbet njirrrnngak liad gua chuw
9797,2.0,kasi banget asw
9798,2.0,emang udik bfjgfdg ga ngerti sama bocah satu
9799,2.0,kucing i kalau buka pintu sikit terus panjat pagar xfxfxxxfxfxx ajar dr monyet apa
9800,2.0,anjir lucu banget animasi d dewa
9801,2.0,klo gk mau macet pulng aj lo kampung sono dsar orng udik nyri makan sma buang tai aj lagu anakjakartaasikasik
9802,2.0,xfxfxxfxfxfxxfxfxfxxfbukan kampret kecoa yg hidup makan tai makin besar bikin sakit xfxfxxxfxfxxxfxfxx cebong mulia makin besar basmi nyamuk hilang sakit xfxfxxcxfxfxxcxfxfxxcmakanye kecoa tu ade obat basmi kecoa xfxfxxxfxfxxxfxfxx
9803,2.0,haha lancau semua ni babi betul dah la nak sambung kerja
9804,2.0,anjirr paypal asu bgt ngena fee nya aku
9805,2.0,kampret nih si jimmyloe dapet duit niru ulama ulama malah loe goblogin loe yg goblog bin bahlul mending loe copot tuh atribut palsu loe ganti seragam cebongloe bakal mati sengsara adzab sama allah aamiinn loe liat aje
9806,2.0,wkwkwkwk bukan gila bang mikirin kuping
9807,6.0,vcs yuk tante kontol gede nih
9808,2.0,bukan cuma bangsa bajing anjing babi goblog jauh lebih tepat
9809,2.0,jdi wowo presiden tv one makanya yg undang slalu pentol kampret gembel warnet hahaa
9810,2.0,lihat asbun sby gak pernah dukung jkw tong demokrat masuk oposisiwaduhh kok tmbh lihat ngawur gin gembel warnet yg satu hhaaa
9811,2.0,gak kreatif luu kunyuk
9812,2.0,ngakak mulu lu kunyuk
9813,2.0,twt gw udik kayak perlu didik lebih keras
9814,2.0,maaf benar twiter pertama kali dbuat bukan buat orang bego
9815,2.0,bukan banci benerbener banci
9816,2.0,kaya tai congor jebleh lebar kaya anjing
9817,2.0,babi la kejut xfxfxxadxfxfxxadxfxfxxad
9818,2.0,ah anjir favorit gue bgt
9819,2.0,hahaha bikin yg nonton ikut sarap kyak dad klo udah main gitar
9820,2.0,gw malih rupa dulu ah jd kampret biar follow trus ntar selimutin ee tp jgn tidurin yaa xfxfxx
9821,2.0,ngakunya org pintar agama emang agama mana yg boleh nista hujat org jgnkan orang bodoh org yg maaf sejak lahir idiot sekalipun kita hrs hargain sama cipta tuhan ingat iblis juga pintar sangat licik
9822,2.0,si kunyuk para sembah yg bilang ahok nista agama phuahahahabilangin si kunyukk klo mau jd laki jadi laki yg sempurna yg tdk mental cundang
9823,2.0,woiii kampret gelik gue liat lubelagu jd orangsongong minta penci jidat lu hah
9824,2.0,enak tuh ngentot sama straight
9825,2.0,kecoa cume mlongo nya loe yg suke got tai xfxfxxcxfxfxxcxfxfxxc kyanya kecoa senengnye makan tai mangkanye banyak septi tank xfxfxxxfxfxxxfxfxxxfxfxx
9826,2.0,juara ngibul kan junjung kalian wahai bani kampret
9827,2.0,bajing emang indosat
9828,2.0,apa kau bener bangsat bodoh tolol bajing tengik
9829,2.0,si emang bodo gue bilangin nih lo bawa nama
9830,2.0,babi kaulahhh maju lu sini anjinggg
9831,2.0,mampus lu gembel kalah debat kan sama anak kecil lihat lu kaum cetek tau arti kaum yg pikir dangkal sifat paksa argumen terima padahal bodoh
9832,2.0,lihat spt banci url
9833,2.0,titip bogem aja vroh dibiarin ngelunjak tuh kunyuk
9834,2.0,bangke luh
9835,2.0,minta maap ga tampang nyesel tuh orgbangke
9836,2.0,bik kaya orang begobro tapimemangbego
9837,2.0,hahaha mcm babi ayat pandai tak otak
9838,2.0,bencong tu apa
9839,2.0,dmdi memekmaksudnya ndok
9840,6.0,enak tuh kalo muncrat dalem memek qm
9841,2.0,emng bego pake tag gw
9842,2.0,bacot lu diyem
9843,2.0,okokok
9844,2.0,sbnernya punya akun pir akun satu it cerita pendek jelas brengsek kmren pas aku baca maaih crita aku baca smuanya skaligus tpi skrng udah d unpub smua
9845,2.0,ncib nya jelek pelcija bagus sih goblog
9846,2.0,goblok permanenxfxfxxad
9847,2.0,tak weh aq bukan yg amek kesah pasal raja semua ni buat bodo je as long as aq hidup tenang beban cukop
9848,2.0,mantap memek nya jd croot nihooohhhhh lemes
9849,2.0,apa ah elah gembel banget bom sempet screenshot
9850,2.0,scamming urus lah bego orang lu butuh
9851,2.0,makanya banyak gaul bro bukan gaul yawkwkwkw tahun khianat coysakitnyaditelormau kencing onta mau tai babi suka suka kau broyg penting gak iq kolam la brohuahuahua
9852,2.0,laknat sama siapa tuhannelu doain guenndoa org tolol buta tak terima tuhanmasa doain laknatmungkin aja caci disrespect org sama elo laknat tuhan sm elo hahahhahahhahnkasihan org indosekolah subsidiilmu abal
9853,2.0,eh kunyuk yg ngembat dana umroh lu diem aja apa ikut bagi
9854,2.0,baca mulai judulnye nyet biar gk jadi domba idiot
9855,2.0,pernah denger dulu rumor kata emang ada nama matthew bukan orang indonesia nah dia bikin bingung tibatiba muncul nama matthew soeharsono yang sekolah sini rumah sini sampe make foto martin tai kan
9856,2.0,bukan tuakberarti brengsek juga xfxfxaxxfxfxax
9857,2.0,nambah nyewa pecun
9858,2.0,baca ulang ulang tetep ga ngerti gara gara libur trus jadi goblog lama lama
9859,2.0,minta maaf si kunyuk ga arti otak tetep aja nyinyir
9860,2.0,heran saya setan iblis kabur takut kalo dengar azhan mahluk allah yg satu ini anteng denger azhan bahkan pura budek kuping kalah dong setan iblis
9861,2.0,heran saya setan iblis kabur takut kalo dengar azhan mahluk allah yg satu ini anteng denger azhan bahkan pura budek kuping kalah dong setan iblis
9862,2.0,wkwkwk sompret anjir nasib sama sama buruk gitu ngakak bangsul
9863,2.0,tolol die gaada sangku paut ngapain lu blg pengecutdasar tolol
9864,2.0,sini aku jilatin sayang memek mu
9865,2.0,awal udh tau sih tp gapeka sampe giningara gara shooky jdi burem warna warni gin video hahaha ngmng sendiri cem org sarap vnxfxfxxxfxfxxxfxfxx
9866,2.0,kmrn galak klo ngomong skrg sibuk klarifikasi dasar bajing
9867,2.0,lagi ni kunyuk knp ributin kawin anak jokowi yg udah brp bulan ylnmake mah
9868,2.0,kunyuk raimuklo mo bacot ga mikir dlupercuma lu dduk du dewan
9869,2.0,manis anjir gakuat gua le
9870,2.0,alay tai kyk bocah sd lol
9871,2.0,bacot bat bgst
9872,2.0,bacot lo jkt
9873,2.0,bodo amatin aja kaya gitu makin kasih perhati bakal makin jadi jadi
9874,2.0,critical eleven posesif habibie amp
9875,2.0,humor anjir qkwk
9876,2.0,kalo aku bodo amatin ngelakuin yg suka buat ngedistract pikir
9877,2.0,bela diri sekaligus nyari bela tuh sekali carsen ya nngua kalo jadi lu kaga bangga ajar mapel doang asu
9878,2.0,pisang apa asw gede bgt
9879,2.0,sama anjir gue udah bener banget nyata zonk
9880,2.0,sumpah paling gasuka sama orang norak gin nkalau ken berisik sewa aja tuh satu studio gatau diri udik ew
9881,2.0,tak perlu bajak bacot elu babi mending gelut
9882,2.0,tolol lu njink
9883,2.0,terlalu biasaaa andaa dasaaaar bolot plukaku
9884,2.0,ngambang kaya tai jir
9885,2.0,bodo akun capek
9886,2.0,wkwkw kadang suka bingung sama rangorang yg bikin janji sama iblis kok tanggung gitu ga bikin janji kaya diri juga sekali buat maslahat umat dah kan baik hidup adala manfaat orang
9887,2.0,dunia kan penuh munafiqun sok suci entenkalo misal ahok lo bilang kalau gak salah kaburntapi itu si cabul si jijik ente jilat memek sendiri ente bohong diri sendiri ente gak nanya kabur kalau gak salahnmemek bosok
9888,2.0,haiii aviaa maap baru liat mensyennya maap udik banget gw lama gak buka twitter gin kwkwkwkwk apakabsss lo
9889,2.0,sama aja ku ber kunyuk
9890,2.0,iya kampung alay mah kalo nonton bola singapore sama johor malaysia url
9891,2.0,banci kampung heeee
9892,2.0,jokowi tai asu
9893,2.0,antar anak skolah liat dunia maya eh kok kalimat yg pas utk gembel warnet mknya lgs aq cc in biar gak lupaxfxfxxxfxfxxxfxfxx
9894,2.0,hahahahahah babi migraine aku plak tweet caring betul dkt babi ye lahh hg reply tweet aku lepas keluar brim td ni good timing
9895,2.0,manusia tolol semua takut ahok keluar kasi bangat hidup kalian sana bengitu idiot and stupid
9896,2.0,muke lu mirip monyet
9897,2.0,apakkk kau babi xfxfxxxfxfxx
9898,2.0,wah brengsek nih tau yg punya mampus aku
9899,2.0,tu pisang bule mn ko gak neko pkai profil kontol mr mr bule q mau kontol km cyg
9900,2.0,yg bego nusantara
9901,2.0,kapal karam monyet kasihan patah hati
9902,2.0,biak kumpul maki hamun buli twitternnawak suka banyak anjing liar liar banyak kawan awak serta bangsaanjingnnini anjing gt
9903,2.0,victor baru sekali koar aj kalian udh kyk kbakaran jenggotngmn klu viktor ulang kali koar sanasini masjid jalan sperti si banci guru besar kalian apa lgi viktor chat mesumpasti kalian bkin rusuh seduniandasar munusia munafik
9904,2.0,aadren erti apa rasa puan pasti sangat sakit lihat kasih sama orang nnkau tegar kau tak tangis orang bajing tak pantas kau tangis
9905,2.0,seteru ayah anak mau nembak meleset eh kakak incar sinting kan xfxfxx
9906,2.0,heh kontol jan sok mes lu rp muka kek memek org tua lu kek monyet agama lu aje agama kontol
9907,2.0,sore kak saiful di restart dulu modem sama stb nya soal mimin cek jaring koneksi cuma sedikit lambat tunggu kabar baik thx ardil
9908,2.0,bodo anjir ngapa uang kek gitu si wkwkw
9909,2.0,karna lu jbjbnya udah siang coba tdi pagi masih pagi yakan jangan goblok tang wkwk
9910,2.0,gua dadak budek
9911,2.0,ga mau ah pak rt nya bolot
9912,2.0,udik bener kasi mau ditidurin
9913,2.0,tai apa yg terakir
